order_id,customer_id,product_id,payment_src,shipping_type,lead_type,order_status,order_date,shipping_date,expected_delivery_date,delivery_date,return_date,refund_date,quantity,unit_price,is_gift,gift_message,has_coupon,coupon_code
ord_000000038,1495,prd_3728,Cash!,Express,website,Cancelled,2024-04-28,2024-05-04,2024-05-03,2024-04-28,,,2,85096.8,1,Best Wishes!,1,CUPN5232
ord_000000039,1296,prd_3766, PayPal ,FAST Delivery,mobile app,Cancelled,2024-01-22,,2024-01-25,2024-02-04,,,7,55522.1,1, ,1,CUPN1282
ord_000000040,1407,prd_3310,upi,Normal,mobile app,Shipped,2024-04-04,2024-04-11,2024-04-12,2024-04-15,,,9,99663.1801,1,Enjoy!,1,CUPN5438
ord_000000041,1174,prd_0311,upi,One-Day Delivery,retail,Shipped,2024-06-25,2024-06-27,,2024-07-01,,,3,73863.08,1,Happy Birthday!,0,
ord_000000042,1410,prd_9798, PayPal ,Express,mobile app,Shipped,2024-02-02,,2024-02-06,2024-02-03,,,4,55340.4,1,Happy Birthday!,0,
ord_000000043,1250,prd_3781, Cash ,Normal,retail,Delivered,2024-03-05,2024-03-12,2024-03-06,2024-03-07,,,2,49179.7386,0,,0,
ord_000000044,1403,prd_0596,upi,Express,mobile app,Processing,2024-06-04,2024-06-07,2024-06-12,2024-06-16,,,9,90851.35,1,Enjoy!,0,
ord_000000045,1366,prd_8726,upi,Express,mobile app,Delivered,2024-02-10,2024-02-13,2024-02-12,,,,2,15661.696,1, ,1,CUPN1534
ord_000000046,1149,prd_3218, Cash ,One-Day Delivery,mobile app,Cancelled@!,2024-03-08,2024-03-11,2024-03-14,2024-03-11,,,6,64767,0,,0,
ord_000000047,1177,prd_2244, PayPal ,One-Day Delivery,retail,Processing,2024-06-25,2024-06-29,2024-07-01,2024-07-03,,,1,43781.5088,0,,1,CUPN6280
ord_000000048,1297,prd_5176,upi,Normal,mobile app,Returned,2024-05-27,2024-05-27,2024-05-29,,,,5,51901.194,1,Best Wishes!,1,CUPN9056
ord_000000049,1125,prd_2630,Net banking,One-Day Delivery,mobile app,Delivered,2024-02-11,2024-02-16,2024-02-17,2024-02-26,,,2,66261.728,0,,1,CUPN2442
ord_000000050,1153,prd_2172,Credit card,,mobile app,Shipped,2024-04-28,2024-05-04,2024-04-28,2024-05-04,2024-05-14,,7,62267.161,1,Happy Birthday!,0,
ord_000000051,1120,prd_6294, Cash ,One-Day Delivery,retail,Delivered,2024-06-10,2024-06-13,2024-06-12,2024-06-19,,,7,55230,0,,0,
ord_000000052,1267,prd_2803, Cash ,Express,mobile app,Returned,2024-04-16,2024-04-23,2024-04-23,2024-04-23,,,7,55130.995,0,,0,
ord_000000053,1315,prd_1265,Net banking,Normal,retail,Returned,2024-03-17,2024-03-24,2024-03-19,2024-03-31,,,9,34518.9429,1, ,1,CUPN4090
ord_000000054,1386,prd_2957,Credit card,Express,website,Processing,2024-06-29,2024-07-05,2024-07-05,2024-07-03,,,6,96482.8,1,Happy Birthday!,1,CUPN2633
ord_000000055,1191,prd_0161,Credit card,One-Day Delivery,retail,Processing,2024-03-08,2024-03-13,2024-03-17,2024-03-20,,,7,85178.0116,1,Enjoy!,1,CUPN9864
Ord_000000056   ,1235,prd_0011,upi,One-Day Delivery,website,Delivered,2024-06-11,2024-06-12,2024-06-18,2024-06-16,,,8,90343,1,Happy Birthday!,1,CUPN6873
ord_000000057,1047,prd_8047,Credit card,One-Day Delivery,retail,Cancelled,2024-01-21,2024-01-27,2024-01-30,2024-01-28,,,5,91283.8,0,,1,CUPN5161
ord_000000058,1172,prd_2404, Cash ,Normal,mobile app,Shipped,2024-02-10,,2024-02-11,2024-02-24,,,10,98765.29,1,Enjoy!,1,CUPN5949
ord_000000059,1020,prd_4264,Cash!,FAST Delivery,website,Shipped,2024-04-01,,,2024-04-10,,,4,2203.74,1,Happy Birthday!,0,
ord_000000060,1348,prd_3137,upi,Normal,retail,Cancelled,2024-06-07,2024-06-11,2024-06-17,2024-06-11,,,1,90341,1, ,0,
ord_000000061,1146,prd_6425,Cash!,Express,website,Processing,2024-02-14,,2024-02-17,2024-02-18,,,1,53089.93,0,,1,CUPN8894
ord_000000062,1283,prd_9176, Cash ,Express,retail,Cancelled,2024-06-22,2024-06-28,2024-06-30,2024-07-03,,,4,79070,1,Happy Birthday!,1,CUPN7038
ord_000000063,1380,prd_2330,Cash!,One-Day Delivery,website,Delivered,2024-06-07,2024-06-12,,,2024-07-06,,4,64768.762,1, ,0,
ord_000000064,1488,prd_0678, Cash ,Normal,retail,Cancelled,2024-05-17,2024-05-19,2024-05-23,2024-05-31,,,5,67051.917,1,Best Wishes!,1,CUPN2622
ord_000000065,1154,prd_0202,Net banking,One-Day Delivery,website,Processing,2024-03-01,2024-03-06,2024-03-02,2024-03-12,,,2,6064.4,0,,0,
ord_000000066,1009,prd_0868,CREDIT CARD,One-Day Delivery,website,Cancelled,2024-02-02,2024-02-05,2024-02-03,2024-02-08,,,7,81307.2,1,Best Wishes!,0,
ord_000000067,1471,prd_0249, PayPal ,Express,retail,Delivered,2024-02-03,2024-02-03,2024-02-08,,,,1,58889,0,,1,CUPN1858
ord_000000068,1394,prd_4555,Cash!,Express,website,Returned,2024-05-11,,2024-05-20,2024-05-14,,,9,50388.8306,0,,1,CUPN8504
ord_000000069,1390,prd_6869,Credit card,One-Day Delivery,website,Processing,2024-01-19,2024-01-20,2024-01-24,2024-01-23,,,3,12627.8969,1, ,1,CUPN8433
ord_000000070,1174,prd_4983,Cash!,Normal,website,Processing,2024-02-28,2024-03-05,2024-03-04,,,,7,39879,1, ,1,CUPN5176
ord_000000071,1206,prd_1788,Cash!,Express,retail,Delivered,2024-04-20,2024-04-21,2024-04-25,2024-04-24,,,6,58650.6436,1,Happy Birthday!,1,CUPN6793
ord_000000072,1063,prd_6213, PayPal ,Express,retail,Shipped,2024-05-09,2024-05-12,,2024-05-13,,,9,22432,1,Enjoy!,0,
ord_000000073,1227,prd_0736,CREDIT CARD,One-Day Delivery,retail,Cancelled,2024-03-10,2024-03-14,2024-03-15,2024-03-21,,,7,18148.7,1,Happy Birthday!,0,
ord_000000074,1366,prd_6920,upi,FAST Delivery,website,Processing,2024-03-28,2024-03-30,2024-04-02,2024-04-06,,,3,77685.7936,0,,0,
ord_000000075,1390,prd_7484,CREDIT CARD,FAST Delivery,website,Processing,2024-06-18,2024-06-24,,,,,10,60711.53,1,Best Wishes!,0,
ord_000000076,1286,prd_0682, Cash ,One-Day Delivery,retail,Cancelled,2024-04-11,2024-04-11,2024-04-11,,,,5,30148.9,0,,1,CUPN5742
ord_000000077,1025,prd_6000,Credit card,Express,retail,Processing,2024-05-16,2024-05-19,2024-05-24,2024-05-27,,,3,39713,1,Happy Birthday!,1,CUPN2275
ord_000000078,1422,prd_5308,Credit card,One-Day Delivery,website,Delivered,2024-04-13,2024-04-13,2024-04-18,2024-04-18,,,9,83204.27,0,,1,CUPN2734
ord_000000079,1187,prd_2605,Cash!,One-Day Delivery,website,Returned,2024-02-26,2024-03-02,2024-02-28,2024-02-28,,,5,53065.2,1,Enjoy!,0,
ord_000000080,1253,prd_3963,upi,One-Day Delivery,mobile app,Cancelled,2024-06-16,2024-06-17,2024-06-18,2024-07-01,,,10,75447.0381,1,Enjoy!,1,CUPN3473
ord_000000081,1012,prd_6454, PayPal ,One-Day Delivery,mobile app,Delivered,2024-03-31,2024-04-01,2024-04-04,2024-04-14,,,10,3770.35,1,Happy Birthday!,0,
ord_000000082,1463,prd_5059, Cash ,Normal,website,Shipped,2024-06-15,2024-06-18,2024-06-20,,,,9,50142,1,Happy Birthday!,1,CUPN2381
ord_000000083,1441,prd_3266, Cash ,One-Day Delivery,mobile app,,2024-06-05,2024-06-07,2024-06-10,2024-06-16,,,7,38747.78,0,,1,CUPN2079
ord_000000084,1394,prd_1197, PayPal ,Normal,mobile app,Shipped,2024-02-08,2024-02-13,2024-02-09,2024-02-12,,,7,31030.071,0,,0,
ord_000000085,1158,prd_5956, Debit Card ,FAST Delivery,mobile app,Processing,2024-05-10,2024-05-15,2024-05-10,,,,4,30893.5,1, ,0,
ord_000000086,1346,prd_7745, PayPal ,FAST Delivery,mobile app,Shipped,2024-05-14,2024-05-14,2024-05-24,2024-05-24,,,9,59728.7,0,,0,
ord_000000087,1366,prd_7778,CREDIT CARD,One-Day Delivery,website,Cancelled,2024-04-23,2024-04-27,2024-04-30,2024-04-30,,,1,30953.695,0,,1,CUPN8218
ord_000000088,1271,prd_9102,Credit card,One-Day Delivery,retail,Shipped,2024-02-05,2024-02-09,,2024-02-06,,,6,87412.9533,0,,0,
ord_000000089,1387,prd_3582, PayPal ,One-Day Delivery,mobile app,Cancelled,2024-04-21,,2024-04-22,2024-04-28,,,8,88464,1,Happy Birthday!,1,CUPN9224
ord_000000090,1280,prd_8771,Net banking,Normal,retail,Returned,2024-01-26,2024-01-31,2024-01-28,2024-01-30,,,5,28695.071,0,,1,CUPN8349
ord_000000091,1279,prd_9106,CREDIT CARD,Normal,retail,Cancelled,2024-05-20,2024-05-26,2024-05-21,2024-05-29,,,7,30122,0,,1,CUPN8489
ord_000000092,1481,prd_9449,CREDIT CARD,One-Day Delivery,mobile app,Cancelled,2024-03-15,2024-03-21,,2024-03-15,,,4,24064.018,0,,0,
ord_000000093,1349,prd_4646,CREDIT CARD,One-Day Delivery,website,Delivered,2024-06-11,2024-06-17,2024-06-16,2024-06-19,,,4,35716,1,Best Wishes!,0,
ord_000000094,1032,prd_9763,Net banking,Express,mobile app,Cancelled,2024-06-24,2024-07-01,2024-07-01,2024-06-29,,,10,6319.423,0,,1,CUPN4302
ord_000000095,1010,prd_2104,Net banking,Normal,mobile app,Processing,2024-05-19,,2024-05-26,,,,3,3671.7,1,Enjoy!,0,
ord_000000096,1414,prd_6734,Credit card,FAST Delivery,mobile app,Processing,2024-04-08,2024-04-13,,2024-04-13,2024-04-23,,5,36741.0192,1,Happy Birthday!,1,CUPN2293
ord_000000097,1268,prd_9119, PayPal ,Express,retail,Delivered,2024-03-24,2024-03-28,2024-03-28,2024-04-07,,,1,16672.811,1, ,0,
Ord_000000098,1269,prd_6703,Cash!,Express,website,Shipped,2024-06-22,2024-06-24,,2024-06-22,2024-06-26,,10,3490,0,,1,CUPN6933
ord_000000099,1397,prd_8834, Debit Card ,FAST Delivery,website,Returned,2024-04-23,2024-04-24,2024-05-02,2024-04-27,,,7,39809.42,0,,0,
ord_000000100,1403,prd_2385,Credit card,One-Day Delivery,website,Returned,2024-06-29,2024-07-06,2024-07-02,,2024-07-18,2024-07-17,8,20025.8,0,,1,CUPN3828
ord_000000101,1305,prd_1506,Net banking,FAST Delivery,mobile app,Shipped,2024-03-15,2024-03-19,2024-03-17,2024-03-20,,,2,50880,0,,0,
ord_000000102,1454,prd_6816,Net banking,FAST Delivery,mobile app,Cancelled,2024-06-05,2024-06-06,2024-06-06,2024-06-14,,,4,99959.508,1, ,0,
ord_000000103,1092,prd_2277, Cash ,Express,mobile app,Shipped,2024-03-29,2024-03-31,2024-04-06,2024-04-03,,,3,43268,0,,0,
ord_000000104,1385,prd_2895,upi,Express,mobile app,Returned,2024-01-21,,2024-01-25,2024-01-27,2024-02-10,,8,12525.78,0,,0,
ord_000000105,1266,prd_4260,Net banking,One-Day Delivery,retail,Delivered,2024-01-12,2024-01-16,2024-01-22,2024-01-18,,,5,61815,1,Enjoy!,1,CUPN8912
ord_000000106,1103,prd_5212,Cash!,One-Day Delivery,retail,Processing,2024-04-16,2024-04-23,2024-04-23,2024-04-22,,,6,60669.96,1,Enjoy!,1,CUPN3142
ord_000000107,1419,prd_6894,Net banking,One-Day Delivery,website,Delivered,2024-03-09,2024-03-16,2024-03-12,2024-03-13,,,1,5070.023,1,Best Wishes!,0,
ord_000000108,1339,prd_4020,upi,Normal,website,Shipped,2024-04-29,2024-05-06,2024-05-03,2024-05-14,,,5,9014.009,1,Best Wishes!,0,
ord_000000109,1167,prd_8657, PayPal ,One-Day Delivery,mobile app,Processing,2024-03-14,2024-03-14,2024-03-15,2024-03-27,,,2,88246.75,1,Enjoy!,0,
ord_000000110,1233,prd_2616,upi,Normal,mobile app,Returned,2024-01-19,2024-01-25,2024-01-27,2024-02-02,,,8,82532.8787,0,,0,
ord_000000111,1465,prd_8830,Net banking,Normal,retail,Shipped      ,2024-05-10,2024-05-16,2024-05-18,2024-05-11,,,10,3901.01,1, ,0,
ord_000000112,1155,prd_6884,Net banking,Express,website,Shipped,2024-03-17,2024-03-22,2024-03-25,,,,9,70876.89,1,Happy Birthday!,1,CUPN6427
ord_000000113,1330,prd_1128,CREDIT CARD,Normal,website,Shipped,2024-05-27,2024-05-30,2024-05-27,2024-06-11,,,1,52427.9909,1,Best Wishes!,0,
ord_000000114,1212,prd_5541,upi,Normal,website,Returned,2024-04-17,2024-04-19,2024-04-23,2024-04-23,,,7,50186.9323,1,Happy Birthday!,0,
ord_000000115,1417,prd_7658, Cash ,One-Day Delivery,website,Cancelled,2024-04-27,2024-05-02,2024-05-05,2024-05-08,,,7,61011.6,0,,1,CUPN5890
ord_000000116,1003,prd_5674,upi,FAST Delivery,website,Processing,2024-03-30,2024-04-03,2024-04-03,2024-04-02,,,9,89577.089,1,Best Wishes!,1,CUPN1689
ord_000000117,1408,prd_6454, PayPal ,One-Day Delivery,retail,Cancelled,2024-05-17,2024-05-21,2024-05-25,2024-05-25,,,5,10931.5659,0,,0,
ord_000000118,1138,prd_2116,CREDIT CARD,One-Day Delivery,website,Returned,2024-04-30,2024-05-01,,2024-05-04,,,5,96452.2,1, ,1,CUPN4267
ord_000000119,1443,prd_7108,Cash!,One-Day Delivery,mobile app,     Delivered,2024-02-14,2024-02-20,2024-02-16,2024-02-15,,,4,78798.2,1,Happy Birthday!,0,
ord_000000120,1473,prd_8324,Net banking,One-Day Delivery,website,Shipped,2024-05-14,2024-05-21,2024-05-16,2024-05-28,,,9,19289,1,Best Wishes!,1,CUPN5215
ord_000000121,1215,prd_0540, PayPal ,FAST Delivery,retail,Shipped,2024-06-12,2024-06-18,2024-06-18,2024-06-22,,,6,40089,0,,0,
ord_000000122,1190,prd_1473, PayPal ,FAST Delivery,retail,Processing,2024-03-09,2024-03-14,2024-03-13,2024-03-09,,,3,65371.8,0,,0,
ord_000000123,1329,prd_8518, PayPal ,One-Day Delivery,mobile app,Returned,2024-04-04,,2024-04-13,2024-04-11,,,10,95736.48,0,,1,CUPN7121
ord_000000124,1226,prd_0236,upi,FAST Delivery,mobile app,Shipped,2024-01-21,2024-01-28,,2024-02-01,,,4,91725,0,,0,
ord_000000125,1167,prd_2144,Net banking,Express,retail,Cancelled,2024-05-29,2024-06-05,2024-05-30,2024-06-12,,,10,45348.6957,1, ,0,
ord_000000126,1011,prd_0549,CREDIT CARD,FAST Delivery,website,Delivered,2024-02-25,2024-02-26,2024-02-25,2024-03-09,,,9,70041.484,0,,0,
ord_000000127,1260,prd_1031, Debit Card ,Express,mobile app,Processing,2024-04-05,2024-04-11,2024-04-12,2024-04-17,,,1,8034.1968,0,,1,CUPN2943
ord_000000128,1057,prd_1921, Debit Card ,FAST Delivery,retail,Delivered,2024-03-17,2024-03-24,2024-03-27,2024-03-30,,,9,82337.8,1,Enjoy!,0,
ord_000000129,1071,prd_4723,CREDIT CARD,FAST Delivery,mobile app,Delivered,2024-03-02,,2024-03-05,2024-03-04,,,5,59398.475,0,,0,
ord_000000130,1105,prd_7869,upi,Express,retail,Shipped,2024-03-15,2024-03-18,2024-03-24,2024-03-25,,,7,23698,0,,1,CUPN5923
ord_000000131,1167,prd_1162, Debit Card ,Express,mobile app,Processing,2024-01-13,,2024-01-18,2024-01-25,,,10,69633.878,0,,1,CUPN7167
ord_000000132,1473,prd_9703,upi,Normal,mobile app,Cancelled,2024-04-28,2024-04-28,2024-05-06,2024-05-11,,,5,55733.1,1,Best Wishes!,1,CUPN4331
ord_000000133,1108,prd_0982,Net banking,Normal,mobile app,Cancelled,2024-01-14,2024-01-18,2024-01-20,2024-01-15,,,4,18824.4478,0,,1,CUPN4422
ord_000000134,1343,prd_3867,upi,One-Day Delivery,mobile app,Delivered,2024-05-02,2024-05-05,2024-05-11,2024-05-08,,,8,91513.4947,1,Enjoy!,1,CUPN8639
ord_000000135,1266,prd_7082,Net banking,One-Day Delivery,website,Delivered,2024-04-30,2024-05-05,2024-05-03,,,,3,31299,0,,0,
ord_000000136,1025,prd_4148,Credit card,Normal,retail,Cancelled,2024-03-25,2024-03-28,2024-03-31,2024-04-01,2024-04-09,,4,25740.102,1, ,0,
ord_000000137,1207,prd_1766, Cash ,Normal,mobile app,Delivered,2024-05-14,2024-05-14,2024-05-15,2024-05-15,,,7,41245.1,0,,0,
ord_000000138,1173,prd_5978,Net banking,Normal,mobile app,Shipped,2024-05-03,2024-05-10,2024-05-03,2024-05-03,,,6,1194.9783,1,Enjoy!,0,
ord_000000139,1327,prd_9798,Cash!,FAST Delivery,mobile app,Cancelled,2024-03-02,2024-03-05,2024-03-11,2024-03-10,,,10,26739.8,0,,1,CUPN7652
Ord_000000140   @,1191,prd_0791, PayPal ,Normal,mobile app,Delivered,2024-01-24,2024-01-30,2024-01-30,2024-02-05,,,8,5621,0,,0,
ord_000000141,1476,prd_1932,Cash!,One-Day Delivery,retail,Cancelled,2024-06-26,2024-07-03,,2024-07-04,,,1,92416.69,0,,0,
ord_000000142,1183,prd_6274, Debit Card ,FAST Delivery,retail,Returned,2024-02-11,2024-02-14,2024-02-20,2024-02-23,,,8,38390.8,0,,1,CUPN1879
ord_000000143,1306,prd_9719,Net banking,One-Day Delivery,website,Delivered,2024-06-11,2024-06-15,2024-06-18,2024-06-26,,,7,35587.562,1,Best Wishes!,1,CUPN2404
ord_000000144,1409,prd_8449,Cash!,Normal,website,Cancelled,,2024-04-09,2024-04-13,2024-04-17,,,1,10664,1, ,1,CUPN5419
ord_000000145,1213,prd_5520,Credit card,One-Day Delivery,mobile app,Shipped,2024-05-11,2024-05-17,2024-05-12,,,,1,8970.988,0,,1,CUPN7311
ord_000000146,1056,prd_3505,Cash!,One-Day Delivery,mobile app,Shipped,2024-02-13,2024-02-19,2024-02-15,2024-02-17,,,4,30120.115,0,,0,
ord_000000147,1137,prd_8440, PayPal ,FAST Delivery,retail,Returned,2024-03-05,2024-03-08,2024-03-15,2024-03-20,,,5,45791.6,1,Happy Birthday!,1,CUPN6443
ord_000000148,1327,prd_3101, Cash ,One-Day Delivery,website,Shipped,2024-02-04,2024-02-08,2024-02-09,2024-02-10,,,7,31425.186,1,Enjoy!,1,CUPN4971
ord_000000149,1426,prd_7342,,FAST Delivery,mobile app,,2024-05-31,2024-06-02,2024-06-10,2024-05-31,,,1,94298.1,1,Enjoy!,0,
ord_000000150,1359,prd_1117,upi,Express,mobile app,Cancelled,2024-04-18,2024-04-24,2024-04-19,2024-05-02,,,3,58228.5795,1,Happy Birthday!,1,CUPN9796
ord_000000151,1247,prd_5379,Net banking,Normal,mobile app,Shipped,2024-01-12,2024-01-18,2024-01-17,2024-01-25,,,4,1064.67,0,,0,
ord_000000152,1109,prd_6986, Debit Card ,Normal,retail,Processing,2024-01-27,2024-01-31,2024-02-02,2024-01-29,,,6,83133.5,1,Enjoy!,1,CUPN8460
ord_000000153,1030,prd_3911, Cash ,One-Day Delivery,website,Processing,2024-03-22,2024-03-23,2024-03-26,2024-03-23,,,3,2268.29,0,,0,
ord_000000154,1496,prd_4611, Debit Card ,Normal,,Processing,2024-04-28,2024-05-01,2024-05-04,2024-05-03,,,4,64051.483,1,Happy Birthday!,0,
ord_000000155,1279,prd_2728,CREDIT CARD,Normal,retail,Returned,2024-06-29,2024-06-30,2024-07-08,2024-07-02,,,2,36585.6,1,Happy Birthday!,1,CUPN9019
ord_000000156,1436,prd_4643,Credit card,One-Day Delivery,website,Returned,2024-04-27,2024-04-29,2024-05-07,2024-05-06,,,10,67214.29,0,,0,
ord_000000157,1122,prd_0738, Debit Card ,FAST Delivery,website,Shipped,2024-02-05,2024-02-11,2024-02-11,2024-02-10,,,1,63553.8,0,,1,CUPN5732
ord_000000158,1146,prd_3916,CREDIT CARD,Express,retail,Processing,2024-02-04,2024-02-07,2024-02-10,2024-02-19,,,3,68472.82,1, ,0,
ord_000000159,1482,prd_8158, PayPal ,Express,website,Cancelled,2024-05-17,2024-05-21,2024-05-19,2024-05-31,,,2,54977,0,,1,CUPN9898
ord_000000160,1207,prd_3421, Cash ,One-Day Delivery,website,Delivered,2024-06-16,2024-06-19,2024-06-20,2024-06-17,,,8,26289,1,Happy Birthday!,0,
ord_000000161,1252,prd_0959,Credit card,Express,mobile app,Cancelled,2024-02-22,2024-02-25,2024-02-22,2024-03-04,,,5,59689.8,1,Enjoy!,1,CUPN5380
ord_000000162,1492,prd_1181,CREDIT CARD,Normal,mobile app,Cancelled,2024-06-28,2024-06-30,2024-07-01,2024-07-02,,,9,82849.895,1,Best Wishes!,1,CUPN7786
ord_000000163,1347,prd_8117,Credit card,Normal,mobile app,Returned,2024-04-26,2024-05-03,2024-05-01,2024-04-26,,,3,73095.884,1,Happy Birthday!,1,CUPN4568
